prospect_id,start_date,acquisition_channel,country,age_group,device,product_interest,reached_step_1,reached_step_2,reached_step_3,reached_step_4,reached_step_5,reached_step_6,time_step1_min,time_step2_min,time_step3_min,time_step4_min,time_step5_min,completed_onboarding,last_step_reached,dropout_reason,acquisition_cost_eur,transactions_90d,avg_balance_90d_eur,product_upsell_90d,nps_score
PROS-06787,2024-07-18,Direct,Spain,35-44,Tablet,Savings Account,1,1,1,1,1,1,4.3,3.5,9.1,10.3,3.4,1,Step 6: First Transaction,Completed,19.57,22,1689.01,0,6
PROS-06788,2024-05-11,Branch Walk-in,Netherlands,35-44,Desktop,Savings Account,1,1,1,1,1,1,10.8,8.7,9.6,9.6,3.8,1,Step 6: First Transaction,Completed,174.75,11,189.95,0,3
PROS-06789,2024-09-24,Affiliate,Germany,45-54,Mobile,Business Account,1,1,1,1,1,1,6.4,3.0,2.6,22.5,2.1,1,Step 6: First Transaction,Completed,61.98,17,2129.6,0,7
PROS-06790,2024-10-03,Organic Search,Belgium,35-44,Mobile,Current Account,1,1,1,1,1,1,10.3,6.3,2.3,18.0,1.7,1,Step 6: First Transaction,Completed,38.52,7,712.33,0,6
PROS-06791,2024-05-14,Branch Walk-in,Netherlands,25-34,Mobile,Current Account,1,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,200.0,0,0.0,0,0
PROS-06792,2024-10-06,Referral Program,Netherlands,25-34,Mobile,Savings Account,1,1,1,0,0,0,11.1,4.8,7.4,0.0,0.0,0,Step 3: Personal Details Form,Form too long,23.81,0,0.0,0,0
PROS-06793,2024-10-09,Direct,France,25-34,Mobile,Current Account,1,1,1,1,1,1,7.5,7.3,9.6,10.3,3.6,1,Step 6: First Transaction,Completed,20.84,16,381.11,0,8
PROS-06794,2024-09-17,Organic Search,Spain,55+,Mobile,Savings Account,1,1,1,1,1,1,4.2,6.5,5.2,4.1,1.7,1,Step 6: First Transaction,Completed,39.09,14,2479.86,0,6
PROS-06795,2024-07-30,Organic Search,Belgium,25-34,Mobile,Business Account,1,1,1,0,0,0,1.6,2.7,23.7,0.0,0.0,0,Step 3: Personal Details Form,Technical error,47.4,0,0.0,0,0
PROS-06796,2024-02-03,Referral Program,Netherlands,45-54,Mobile,Savings Account,1,1,1,1,1,0,1.4,11.0,6.0,3.5,2.7,0,Step 5: Identity Verification,Verification delay,25.76,0,0.0,0,0
PROS-06797,2024-06-20,Referral Program,Netherlands,25-34,Desktop,Investment Account,1,1,1,1,1,0,1.7,12.0,3.6,8.2,2.2,0,Step 5: Identity Verification,Verification delay,27.22,0,0.0,0,0
PROS-06798,2024-07-26,Referral Program,Germany,35-44,Mobile,Investment Account,1,0,0,0,0,0,5.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,21.4,0,0.0,0,0
PROS-06799,2024-03-20,Referral Program,Netherlands,45-54,Mobile,Savings Account,1,1,1,1,1,1,0.5,8.4,5.8,6.2,3.9,1,Step 6: First Transaction,Completed,21.89,16,1915.05,0,8
PROS-06800,2024-05-01,Paid Social,Netherlands,18-24,Mobile,Savings Account,1,1,1,0,0,0,11.6,0.8,6.0,0.0,0.0,0,Step 3: Personal Details Form,Form too long,84.8,0,0.0,0,0
PROS-06801,2024-10-05,Referral Program,Germany,35-44,Desktop,Current Account,1,1,1,1,1,0,1.6,8.0,11.2,9.1,2.2,0,Step 5: Identity Verification,Unknown,25.44,0,0.0,0,0
PROS-06802,2024-12-06,Affiliate,France,18-24,Desktop,Business Account,1,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,68.78,0,0.0,0,0
PROS-06803,2024-09-30,Affiliate,Netherlands,25-34,Mobile,Current Account,1,0,0,0,0,0,6.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,76.73,0,0.0,0,0
PROS-06804,2024-09-01,Branch Walk-in,France,25-34,Mobile,Business Account,1,1,1,1,1,1,7.5,6.1,2.4,16.3,4.1,1,Step 6: First Transaction,Completed,179.95,15,100.0,0,5
PROS-06805,2024-09-26,Paid Social,Belgium,18-24,Mobile,Savings Account,1,1,1,0,0,0,10.9,1.6,1.6,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,94.6,0,0.0,0,0
PROS-06806,2024-08-25,Referral Program,France,45-54,Desktop,Current Account,1,1,1,0,0,0,25.2,1.8,6.4,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,24.48,0,0.0,0,0
PROS-06807,2024-03-22,Paid Social,Germany,45-54,Mobile,Savings Account,1,1,1,0,0,0,28.6,1.6,15.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,78.73,0,0.0,0,0
PROS-06808,2024-12-21,Organic Search,France,25-34,Mobile,Savings Account,1,1,1,1,1,1,1.5,3.9,7.6,14.4,3.4,1,Step 6: First Transaction,Completed,35.48,11,572.23,0,7
PROS-06809,2024-12-30,Organic Search,France,35-44,Mobile,Current Account,1,1,1,0,0,0,7.7,6.3,5.5,0.0,0.0,0,Step 3: Personal Details Form,Missing document,50.19,0,0.0,0,0
PROS-06810,2024-02-15,Organic Search,Netherlands,25-34,Desktop,Current Account,1,1,1,1,1,0,7.0,4.0,4.3,18.0,5.7,0,Step 5: Identity Verification,Competitor offer,48.59,0,0.0,0,0
PROS-06811,2024-12-19,Direct,Netherlands,18-24,Desktop,Current Account,1,1,0,0,0,0,12.2,4.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,17.0,0,0.0,0,0
PROS-06812,2024-10-18,Paid Social,France,35-44,Desktop,Business Account,1,0,0,0,0,0,17.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,88.94,0,0.0,0,0
PROS-06813,2024-12-23,Referral Program,Germany,55+,Mobile,Current Account,1,1,1,0,0,0,10.4,2.3,8.9,0.0,0.0,0,Step 3: Personal Details Form,Session timeout,26.31,0,0.0,0,0
PROS-06814,2024-12-18,Referral Program,Germany,35-44,Tablet,Business Account,1,1,1,1,1,1,4.8,2.2,14.0,6.1,2.4,1,Step 6: First Transaction,Completed,21.68,19,612.44,0,6
PROS-06815,2024-04-02,Referral Program,Netherlands,35-44,Mobile,Current Account,1,1,1,0,0,0,7.6,1.6,1.4,0.0,0.0,0,Step 3: Personal Details Form,Unknown,23.69,0,0.0,0,0
PROS-06816,2024-03-19,Affiliate,Spain,18-24,Mobile,Current Account,1,0,0,0,0,0,1.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,50.97,0,0.0,0,0
PROS-06817,2024-03-08,Organic Search,Germany,18-24,Desktop,Investment Account,1,1,1,1,1,1,2.3,3.7,4.2,10.8,6.3,1,Step 6: First Transaction,Completed,52.92,18,507.48,0,5
PROS-06818,2024-02-08,Affiliate,Netherlands,25-34,Mobile,Business Account,1,1,1,1,0,0,2.4,3.1,5.8,15.9,0.0,0,Step 4: KYC Document Upload,Changed mind,78.34,0,0.0,0,0
PROS-06819,2024-02-07,Paid Social,France,35-44,Tablet,Current Account,1,1,1,0,0,0,0.6,2.8,15.6,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,68.72,0,0.0,0,0
PROS-06820,2024-03-18,Affiliate,Germany,25-34,Mobile,Savings Account,1,1,1,0,0,0,4.1,10.3,16.8,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,59.82,0,0.0,0,0
PROS-06821,2024-02-20,Referral Program,Germany,18-24,Mobile,Current Account,1,1,1,0,0,0,7.7,5.4,2.7,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,19.89,0,0.0,0,0
PROS-06822,2024-04-23,Paid Social,Netherlands,45-54,Desktop,Investment Account,1,1,0,0,0,0,5.7,4.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,75.6,0,0.0,0,0
PROS-06823,2024-10-14,Paid Social,Germany,55+,Mobile,Savings Account,1,0,0,0,0,0,5.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,89.19,0,0.0,0,0
PROS-06824,2024-04-15,Referral Program,Germany,18-24,Desktop,Savings Account,1,1,1,1,1,1,1.3,1.4,8.8,8.6,0.9,1,Step 6: First Transaction,Completed,28.02,13,624.13,0,8
PROS-06825,2024-01-31,Paid Social,Spain,35-44,Mobile,Current Account,1,0,0,0,0,0,3.3,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,90.94,0,0.0,0,0
PROS-06826,2024-03-03,Referral Program,Netherlands,18-24,Tablet,Savings Account,1,1,1,0,0,0,10.2,3.4,13.0,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,16.67,0,0.0,0,0
PROS-06827,2024-12-02,Branch Walk-in,France,25-34,Mobile,Current Account,1,1,1,1,1,1,5.2,5.4,6.8,3.3,1.3,1,Step 6: First Transaction,Completed,200.0,18,210.65,0,10
PROS-06828,2024-07-03,Organic Search,Belgium,25-34,Mobile,Investment Account,1,0,0,0,0,0,3.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Missing document,45.12,0,0.0,0,0
PROS-06829,2024-01-09,Branch Walk-in,Germany,55+,Mobile,Current Account,1,1,1,1,1,1,7.4,10.3,11.8,17.7,5.3,1,Step 6: First Transaction,Completed,151.68,20,1808.14,0,8
PROS-06830,2024-12-04,Direct,Netherlands,25-34,Mobile,Current Account,1,1,1,1,1,1,13.0,4.9,10.6,4.1,0.9,1,Step 6: First Transaction,Completed,18.9,15,8649.18,0,7
PROS-06831,2024-02-16,Direct,France,55+,Mobile,Current Account,1,1,1,0,0,0,9.5,9.4,1.5,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,26.13,0,0.0,0,0
PROS-06832,2024-06-12,Direct,Germany,35-44,Mobile,Current Account,1,0,0,0,0,0,2.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,22.98,0,0.0,0,0
PROS-06833,2024-06-20,Paid Social,Netherlands,25-34,Mobile,Savings Account,1,1,1,0,0,0,2.9,3.0,4.0,0.0,0.0,0,Step 3: Personal Details Form,Missing document,77.17,0,0.0,0,0
PROS-06834,2024-09-29,Affiliate,France,18-24,Mobile,Savings Account,1,0,0,0,0,0,2.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,53.08,0,0.0,0,0
PROS-06835,2024-02-21,Referral Program,Belgium,35-44,Mobile,Savings Account,1,1,1,1,1,0,1.6,3.8,5.5,6.4,1.4,0,Step 5: Identity Verification,KYC document rejected,29.02,0,0.0,0,0
PROS-06836,2024-09-28,Branch Walk-in,Netherlands,25-34,Mobile,Current Account,1,1,1,1,1,1,7.1,2.9,6.5,10.3,3.4,1,Step 6: First Transaction,Completed,138.3,20,556.83,0,8
PROS-06837,2024-10-22,Direct,Belgium,25-34,Mobile,Savings Account,1,0,0,0,0,0,3.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,22.65,0,0.0,0,0
PROS-06838,2024-06-22,Organic Search,Germany,45-54,Desktop,Current Account,1,1,1,0,0,0,4.8,2.4,9.2,0.0,0.0,0,Step 3: Personal Details Form,Unknown,45.13,0,0.0,0,0
PROS-06839,2024-10-17,Paid Social,Germany,18-24,Mobile,Current Account,1,1,1,0,0,0,5.6,4.7,11.4,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,90.45,0,0.0,0,0
PROS-06840,2024-02-07,Direct,Spain,25-34,Mobile,Savings Account,1,0,0,0,0,0,7.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,16.53,0,0.0,0,0
PROS-06841,2024-10-21,Branch Walk-in,Netherlands,35-44,Mobile,Current Account,1,1,1,1,1,1,11.3,11.8,9.5,32.8,5.4,1,Step 6: First Transaction,Completed,188.14,20,484.08,0,10
PROS-06842,2024-10-18,Paid Social,France,35-44,Mobile,Savings Account,1,1,0,0,0,0,4.3,4.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,73.44,0,0.0,0,0
PROS-06843,2024-01-23,Referral Program,France,35-44,Mobile,Investment Account,1,1,1,1,0,0,3.0,3.5,6.9,10.8,0.0,0,Step 4: KYC Document Upload,KYC document rejected,24.43,0,0.0,0,0
PROS-06844,2024-09-23,Branch Walk-in,Netherlands,55+,Mobile,Business Account,1,1,1,0,0,0,1.9,3.2,4.1,0.0,0.0,0,Step 3: Personal Details Form,Technical error,165.76,0,0.0,0,0
PROS-06845,2024-02-08,Direct,Spain,25-34,Mobile,Business Account,1,1,1,0,0,0,5.2,5.0,25.0,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,20.36,0,0.0,0,0
PROS-06846,2024-06-03,Organic Search,Germany,25-34,Mobile,Current Account,1,1,0,0,0,0,5.2,1.0,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,48.99,0,0.0,0,0
PROS-06847,2024-05-08,Paid Social,France,45-54,Mobile,Investment Account,1,1,0,0,0,0,10.9,1.3,0.0,0.0,0.0,0,Step 2: Account Type Selection,Missing document,108.43,0,0.0,0,0
PROS-06848,2024-10-15,Paid Social,Germany,35-44,Mobile,Current Account,1,1,1,1,1,1,1.3,4.1,6.1,11.7,1.2,1,Step 6: First Transaction,Completed,99.68,19,286.79,0,8
PROS-06849,2024-09-16,Branch Walk-in,France,25-34,Mobile,Current Account,1,1,1,1,1,1,3.2,1.4,12.7,40.0,2.2,1,Step 6: First Transaction,Completed,187.39,15,4753.43,0,7
PROS-06850,2024-01-26,Direct,Netherlands,55+,Mobile,Current Account,1,1,1,1,1,1,11.2,5.1,8.4,40.0,2.0,1,Step 6: First Transaction,Completed,18.43,10,183.79,0,9
PROS-06851,2024-08-29,Paid Social,Netherlands,45-54,Desktop,Business Account,1,1,1,1,0,0,4.9,4.1,9.5,8.8,0.0,0,Step 4: KYC Document Upload,KYC document rejected,99.29,0,0.0,0,0
PROS-06852,2024-04-26,Organic Search,Belgium,25-34,Mobile,Savings Account,1,1,1,1,1,1,4.6,3.1,6.0,1.6,1.9,1,Step 6: First Transaction,Completed,47.27,11,2904.76,1,10
PROS-06853,2024-05-28,Paid Social,Germany,18-24,Mobile,Savings Account,1,0,0,0,0,0,4.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,65.92,0,0.0,0,0
PROS-06854,2024-06-13,Affiliate,Netherlands,35-44,Mobile,Savings Account,1,1,1,1,1,0,2.1,2.7,10.2,12.5,1.6,0,Step 5: Identity Verification,Form too long,60.91,0,0.0,0,0
PROS-06855,2024-06-28,Referral Program,France,25-34,Mobile,Current Account,1,0,0,0,0,0,3.3,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,23.86,0,0.0,0,0
PROS-06856,2024-12-09,Paid Social,Germany,35-44,Tablet,Savings Account,1,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,99.25,0,0.0,0,0
PROS-06857,2024-08-25,Organic Search,Netherlands,25-34,Mobile,Business Account,1,1,0,0,0,0,4.0,4.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,44.05,0,0.0,0,0
PROS-06858,2024-05-12,Paid Social,Germany,55+,Desktop,Current Account,1,1,1,1,1,1,9.5,1.8,5.6,27.5,4.7,1,Step 6: First Transaction,Completed,80.1,22,3293.51,1,7
PROS-06859,2024-04-06,Direct,France,25-34,Mobile,Current Account,1,1,1,0,0,0,6.4,3.7,7.3,0.0,0.0,0,Step 3: Personal Details Form,Form too long,18.1,0,0.0,0,0
PROS-06860,2024-10-24,Affiliate,Netherlands,35-44,Mobile,Savings Account,1,1,1,1,1,0,13.8,6.0,14.3,2.8,1.5,0,Step 5: Identity Verification,Changed mind,46.82,0,0.0,0,0
PROS-06861,2024-11-23,Referral Program,Germany,55+,Mobile,Savings Account,1,1,0,0,0,0,6.4,2.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,22.34,0,0.0,0,0
PROS-06862,2024-03-14,Organic Search,Germany,55+,Mobile,Current Account,1,1,1,0,0,0,4.0,5.7,6.7,0.0,0.0,0,Step 3: Personal Details Form,Unknown,38.71,0,0.0,0,0
PROS-06863,2024-08-15,Organic Search,Spain,45-54,Mobile,Savings Account,1,1,0,0,0,0,1.8,2.0,0.0,0.0,0.0,0,Step 2: Account Type Selection,Session timeout,31.88,0,0.0,0,0
PROS-06864,2024-04-29,Organic Search,Netherlands,18-24,Mobile,Current Account,1,1,1,0,0,0,5.3,4.1,16.5,0.0,0.0,0,Step 3: Personal Details Form,Form too long,35.1,0,0.0,0,0
PROS-06865,2024-03-28,Paid Social,Netherlands,18-24,Tablet,Current Account,1,1,1,0,0,0,28.6,1.0,13.2,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,92.92,0,0.0,0,0
PROS-06866,2024-07-02,Paid Social,Spain,35-44,Mobile,Investment Account,1,1,0,0,0,0,11.2,1.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,93.64,0,0.0,0,0
PROS-06867,2024-11-05,Organic Search,Belgium,35-44,Mobile,Investment Account,1,1,1,1,1,1,0.7,4.0,9.3,2.8,1.1,1,Step 6: First Transaction,Completed,45.73,14,3068.92,1,8
PROS-06868,2024-09-01,Referral Program,Belgium,25-34,Mobile,Savings Account,1,1,1,1,1,1,7.9,8.3,25.0,4.3,0.5,1,Step 6: First Transaction,Completed,24.21,11,521.04,0,5
PROS-06869,2024-11-11,Direct,Belgium,35-44,Desktop,Current Account,1,1,1,1,0,0,4.1,1.2,11.1,24.1,0.0,0,Step 4: KYC Document Upload,Missing document,19.94,0,0.0,0,0
PROS-06870,2024-11-20,Branch Walk-in,Netherlands,25-34,Desktop,Investment Account,1,1,1,1,1,0,4.7,2.2,10.9,5.6,2.9,0,Step 5: Identity Verification,Technical error,200.0,0,0.0,0,0
PROS-06871,2024-09-22,Direct,Germany,45-54,Mobile,Current Account,1,1,1,0,0,0,2.9,4.6,12.7,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,24.18,0,0.0,0,0
PROS-06872,2024-07-15,Paid Social,France,35-44,Mobile,Investment Account,1,1,0,0,0,0,3.5,2.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,88.22,0,0.0,0,0
PROS-06873,2024-09-05,Affiliate,Spain,25-34,Mobile,Current Account,1,1,1,1,1,0,11.8,4.3,7.3,2.4,2.7,0,Step 5: Identity Verification,Technical error,61.9,0,0.0,0,0
PROS-06874,2024-11-09,Paid Social,France,18-24,Tablet,Business Account,1,1,1,1,1,1,7.6,2.1,3.7,1.8,2.5,1,Step 6: First Transaction,Completed,91.45,15,1207.83,0,6
PROS-06875,2024-04-18,Organic Search,France,35-44,Desktop,Investment Account,1,1,0,0,0,0,4.9,7.0,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,40.92,0,0.0,0,0
PROS-06876,2024-04-25,Branch Walk-in,Netherlands,25-34,Tablet,Savings Account,1,1,1,1,1,1,4.7,3.2,4.5,23.3,5.6,1,Step 6: First Transaction,Completed,200.0,19,4718.75,0,5
PROS-06877,2024-12-26,Organic Search,Spain,18-24,Mobile,Business Account,1,1,1,1,0,0,1.3,2.7,7.1,7.7,0.0,0,Step 4: KYC Document Upload,Unknown,48.46,0,0.0,0,0
PROS-06878,2024-03-08,Paid Social,Netherlands,18-24,Mobile,Current Account,1,1,0,0,0,0,0.8,3.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,86.47,0,0.0,0,0
PROS-06879,2024-11-02,Organic Search,France,35-44,Mobile,Current Account,1,1,1,0,0,0,11.0,5.1,6.4,0.0,0.0,0,Step 3: Personal Details Form,Form too long,37.15,0,0.0,0,0
PROS-06880,2024-03-12,Paid Social,Netherlands,18-24,Mobile,Savings Account,1,1,1,1,1,1,1.7,3.2,1.8,20.1,4.4,1,Step 6: First Transaction,Completed,84.78,13,4014.87,0,6
PROS-06881,2024-09-06,Branch Walk-in,France,25-34,Desktop,Current Account,1,1,1,1,1,1,5.1,4.1,10.1,5.8,2.1,1,Step 6: First Transaction,Completed,200.0,15,4119.76,0,10
PROS-06882,2024-02-26,Direct,Spain,25-34,Desktop,Current Account,1,0,0,0,0,0,11.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,16.41,0,0.0,0,0
PROS-06883,2024-03-20,Paid Social,Germany,25-34,Mobile,Investment Account,1,1,0,0,0,0,15.2,4.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,Session timeout,67.76,0,0.0,0,0
PROS-06884,2024-04-05,Paid Social,France,25-34,Mobile,Current Account,1,1,1,1,0,0,2.1,5.8,3.6,40.0,0.0,0,Step 4: KYC Document Upload,Competitor offer,76.38,0,0.0,0,0
PROS-06885,2024-07-30,Organic Search,Netherlands,35-44,Mobile,Business Account,1,1,1,1,0,0,6.1,3.7,14.5,29.2,0.0,0,Step 4: KYC Document Upload,KYC document rejected,45.0,0,0.0,0,0
PROS-06886,2024-03-14,Organic Search,Netherlands,25-34,Mobile,Current Account,1,1,0,0,0,0,1.1,3.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,49.22,0,0.0,0,0
PROS-06887,2024-08-03,Direct,Netherlands,18-24,Mobile,Business Account,1,1,0,0,0,0,6.4,2.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,22.46,0,0.0,0,0
PROS-06888,2024-05-16,Referral Program,Belgium,25-34,Mobile,Current Account,1,1,1,1,0,0,4.0,2.9,10.7,11.5,0.0,0,Step 4: KYC Document Upload,Unknown,28.07,0,0.0,0,0
PROS-06889,2024-05-17,Paid Social,Germany,25-34,Desktop,Business Account,1,0,0,0,0,0,1.3,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,90.16,0,0.0,0,0
PROS-06890,2024-08-08,Organic Search,Germany,35-44,Mobile,Savings Account,1,1,1,1,1,1,10.8,4.9,4.1,2.9,5.7,1,Step 6: First Transaction,Completed,46.57,18,1584.69,0,7
PROS-06891,2024-02-11,Direct,Netherlands,25-34,Desktop,Current Account,1,1,1,0,0,0,5.2,4.8,4.0,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,18.4,0,0.0,0,0
PROS-06892,2024-02-21,Paid Social,Germany,45-54,Mobile,Current Account,1,1,1,1,1,1,10.1,7.8,10.3,23.4,2.2,1,Step 6: First Transaction,Completed,90.06,20,588.18,0,3
PROS-06893,2024-11-24,Organic Search,Germany,18-24,Mobile,Current Account,1,1,1,1,1,0,7.0,1.9,7.1,9.9,4.2,0,Step 5: Identity Verification,Competitor offer,43.58,0,0.0,0,0
PROS-06894,2024-05-07,Direct,Spain,25-34,Desktop,Savings Account,1,1,1,0,0,0,13.5,5.1,3.3,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,16.53,0,0.0,0,0
PROS-06895,2024-09-20,Organic Search,Germany,55+,Mobile,Business Account,1,0,0,0,0,0,6.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,35.36,0,0.0,0,0
PROS-06896,2024-05-18,Paid Social,Netherlands,45-54,Mobile,Current Account,1,0,0,0,0,0,5.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,70.8,0,0.0,0,0
PROS-06897,2024-07-31,Direct,Germany,45-54,Mobile,Savings Account,1,1,0,0,0,0,5.4,2.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Verification delay,20.06,0,0.0,0,0
PROS-06898,2024-07-02,Direct,Germany,45-54,Mobile,Savings Account,1,0,0,0,0,0,12.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,24.58,0,0.0,0,0
PROS-06899,2024-05-28,Organic Search,Spain,55+,Desktop,Savings Account,1,1,1,1,1,1,2.3,4.1,3.1,5.3,2.7,1,Step 6: First Transaction,Completed,39.9,15,2868.85,0,8
PROS-06900,2024-07-28,Branch Walk-in,Belgium,35-44,Mobile,Savings Account,1,1,1,1,1,1,17.8,4.9,2.3,21.0,3.1,1,Step 6: First Transaction,Completed,173.9,10,2137.63,0,6
PROS-06901,2024-12-16,Organic Search,Belgium,35-44,Mobile,Savings Account,1,1,1,1,1,0,1.6,4.4,3.2,10.4,1.8,0,Step 5: Identity Verification,Unknown,44.75,0,0.0,0,0
PROS-06902,2024-05-09,Organic Search,France,55+,Mobile,Savings Account,1,1,1,0,0,0,11.0,3.0,4.3,0.0,0.0,0,Step 3: Personal Details Form,Unknown,61.65,0,0.0,0,0
PROS-06903,2024-10-31,Organic Search,Netherlands,45-54,Mobile,Current Account,1,1,1,1,1,0,3.8,2.0,6.2,16.0,5.6,0,Step 5: Identity Verification,Missing document,39.91,0,0.0,0,0
PROS-06904,2024-01-12,Organic Search,Netherlands,25-34,Mobile,Current Account,1,1,0,0,0,0,3.8,1.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,42.85,0,0.0,0,0
PROS-06905,2024-02-18,Paid Social,Germany,25-34,Mobile,Current Account,1,1,1,1,1,1,3.0,5.1,15.3,13.2,3.5,1,Step 6: First Transaction,Completed,80.48,14,349.44,0,8
PROS-06906,2024-11-07,Affiliate,Belgium,25-34,Desktop,Current Account,1,0,0,0,0,0,3.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,70.19,0,0.0,0,0
PROS-06907,2024-02-05,Branch Walk-in,Spain,18-24,Tablet,Current Account,1,1,1,0,0,0,6.2,2.7,11.6,0.0,0.0,0,Step 3: Personal Details Form,Form too long,155.8,0,0.0,0,0
PROS-06908,2024-05-05,Paid Social,Germany,25-34,Mobile,Savings Account,1,0,0,0,0,0,1.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,101.1,0,0.0,0,0
PROS-06909,2024-03-05,Referral Program,France,35-44,Mobile,Current Account,1,1,1,1,1,0,3.8,2.2,10.9,20.9,1.8,0,Step 5: Identity Verification,Verification delay,24.73,0,0.0,0,0
PROS-06910,2024-02-17,Affiliate,France,55+,Mobile,Current Account,1,1,1,0,0,0,4.7,1.0,9.1,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,62.74,0,0.0,0,0
PROS-06911,2024-02-05,Affiliate,Germany,25-34,Desktop,Investment Account,1,1,1,0,0,0,5.5,1.9,6.8,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,59.65,0,0.0,0,0
PROS-06912,2024-04-21,Direct,Belgium,18-24,Desktop,Current Account,1,1,0,0,0,0,0.9,1.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Session timeout,21.08,0,0.0,0,0
PROS-06913,2024-05-24,Paid Social,France,25-34,Mobile,Current Account,1,1,1,1,1,0,2.3,4.0,8.9,5.0,2.6,0,Step 5: Identity Verification,Form too long,82.95,0,0.0,0,0
PROS-06914,2024-01-08,Organic Search,Belgium,25-34,Mobile,Current Account,1,1,0,0,0,0,5.3,4.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Technical error,43.62,0,0.0,0,0
PROS-06915,2024-03-28,Direct,Spain,25-34,Mobile,Current Account,1,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,20.29,0,0.0,0,0
PROS-06916,2024-06-16,Organic Search,Netherlands,45-54,Mobile,Business Account,1,1,0,0,0,0,2.2,7.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,52.97,0,0.0,0,0
PROS-06917,2024-04-23,Organic Search,Netherlands,35-44,Desktop,Current Account,1,1,1,0,0,0,15.9,5.1,15.3,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,54.26,0,0.0,0,0
